,isbn_13,isbn_10,lta
4262,9780743477369,0743477367,
4263,9780743477543,0743477545,"[""Western World's Greatest Books - Project Gutenberg"", '1000 Books to Read Before You Die (2018)']"
4264,9780743477550,0743477553,"[""Newsweek's Top 100 Books: The Meta-List (2009, No. 51)"", ""Prix Jeanne Scialtel de l'Académie française (Jean Vauthier, 1981)"", ""Norwegian Book Clubs' top 100 books of all time"", 'The Top Ten: Writers Pick Their Favorite Books (190|9 points)', ""Western World's Greatest Books - Project Gutenberg"", '1000 Books to Read Before You Die (2018)', 'Best Works of Literature by Piero Scaruffi']"
4265,9780743477567,0743477561,"[""Western World's Greatest Books - Project Gutenberg""]"
4266,9780743477888,074347788X,"[""The Modern Library's 100 Best Nonfiction: The Reader's List (32)"", 'Spur Award (Nonfiction-Historical, 1996)', 'Ambassador Book Award (1997.1|American Studies, 1997)', 'ALA Outstanding Books for the College Bound (1999.3|Biography, 1999)', 'New York Times bestseller (Nonfiction, 1996)', ""The Essential Man's Library: 100 Must-Read Books"", ""The Essential Man's Library: 50 Non-Fiction Adventure Books"", 'Reading the West Book Award (Nonfiction, 1997)']"
4267,9780743480697,0743480694,"['New York Times bestseller (Nonfiction, 1996)']"
4268,9780743480710,0743480716,
4269,9780743480727,0743480724,
4270,9780743482776,0743482778,"[""Western World's Greatest Books - Project Gutenberg"", '1000 лучших произведений мировой худ. литературы в русских переводах, рекомендованных для комплектования школьной библиотеки', '1001 böcker du måste läsa innan du dör']"
4271,9780743482790,0743482794,"['1000 Books to Read Before You Die (2018)', 'Best Works of Literature by Piero Scaruffi', 'The Top Ten: Writers Pick Their Favorite Books (48|31 points)', ""Western World's Greatest Books - Project Gutenberg"", 'Horror: The 100 Best Books (1606)']"
4272,9780743482806,0743482808,"['ALA Best Books for Young Adults (2008)', 'ALA Quick Picks for Reluctant Young Adult Readers (2008)', 'Academy Award for Writing Adapted Screenplay Nominee (1961)', 'The Top Ten: Writers Pick Their Favorite Books (109|14 points)', ""Western World's Greatest Books - Project Gutenberg"", 'Harenberg Buch der 1000 Bücher (3. Ausgabe)', 'From Zero to Well-Read in 100 Books', 'Геном русской души (29)', '1000 лучших произведений мировой худ. литературы в русских переводах, рекомендованных для комплектования школьной библиотеки', '1001 böcker du måste läsa innan du dör', '1000 Books to Read Before You Die (2018)']"
4273,9780743484961,0743484967,"[""Western World's Greatest Books - Project Gutenberg"", '1000 лучших произведений мировой худ. литературы в русских переводах, рекомендованных для комплектования школьной библиотеки', '1001 böcker du måste läsa innan du dör']"
4274,9780743487146,0743487141,"[""Bloomsbury's 100 Must-Read Science Fiction Novels""]"
4275,9780743487559,0743487559,"[""BBC's Big Read (Best loved novel, 2003, No 44)"", ""The Observer's 100 Greatest Novels of All Time (14)"", '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'Guardian 1000 (Crime)', 'Audie Winner (2009.09|Solo Narration - Male, 2009)', 'NPR Top 100 Killer Thrillers (23)', ""The Essential Man's Library: 100 Must-Read Books"", ""The Essential Man's Library: 50 Fictional Adventure Books"", ""Western World's Greatest Books - Project Gutenberg"", 'Easton Press: The 100 Greatest Books Ever Written (107)', ""Daily Telegraph's 100 Best Novels, 1899"", 'The 100 Favorite Novels of Librarians (57)', 'Геном русской души (60)', 'Голямото четене (10)', '1000 лучших произведений мировой худ. литературы в русских переводах, рекомендованных для комплектования школьной библиотеки', '1001 böcker du måste läsa innan du dör', ""Newark Public Library's 1904 List of a Thousand of the Best Novels"", 'Harenberg Buch der 1000 Bücher', 'The Great American Read (41)', '1000 Books to Read Before You Die (2018)', 'Les 100 livres préférés des Français (24)', '66 Bücher, von denen alle sagen, dass du sie gelesen haben musst', 'Audie Award Finalist (Classic, 2009)']"
4276,9780743487566,0743487567,"[""The Observer's 100 Greatest Novels of All Time (20)"", '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'Guardian 1000 (Love)', ""1001 Children's Books You Must Read Before You Grow Up (2009.0737|2009, Ages 12↑)"", '100 Essential New England Books (Boston Globe, #19)', 'Guardian Essential Library (Fiction)', ""Daniel S. Burt's Novel 100 (42)"", '501 Must-Read Books (Classic Fiction)', 'The Top Ten: Writers Pick Their Favorite Books (50|30 points)', '61 Essential Postmodern Reads (33)', 'Easton Press: The 100 Greatest Books Ever Written (75)', ""Western World's Greatest Books - Project Gutenberg"", 'Library of Congress Books that Shaped America', ""Reader's Digest World's Best Reading (8)"", ""Daily Telegraph's 100 Best Novels, 1899"", ""The Observer's 100 Best Novels (16)"", 'From Zero to Well-Read in 100 Books', 'The 100 Favorite Novels of Librarians (29)', 'Harvard Bookstore Top 100 (54)', ""World's Best Reading"", '1001 böcker du måste läsa innan du dör', ""Newark Public Library's 1904 List of a Thousand of the Best Novels"", '1898 C.K. Shorter List of Best 100 Novels', 'Harenberg Buch der 1000 Bücher', '1000 Books to Read Before You Die (2018)', 'Besides the Bible: 100 Books That Have, Should, or Will Create Christian Culture', 'The New Lifetime Reading Plan With Going Further (70.1)', '100 best novels written in English (016)', 'Greatest Books algorithm (#88)']"
4277,9780743487580,0743487583,
4278,9780743487672,0743487672,
4279,9780743487696,0743487699,"[""The Modern Library's 100 Best Novels: The Reader's List (94)"", 'Radcliffe Publishing Course Top 100 Novels of the 20th Century (51)', 'Guardian 1000 (Love)', 'NEA Big Read (2009)', 'One Book One Nebraska (2005)', ""Daniel S. Burt's Novel 100 (59)"", 'The Top Ten: Writers Pick Their Favorite Books (238|7 points)', ""Western World's Greatest Books - Project Gutenberg"", '500 Great Books by Women (Pioneers and Seekers)', 'The 100 Favorite Novels of Librarians (27)', ""Feminista's 100 Great 20th Century Works of Fiction by Women"", 'The New Lifetime Reading Plan With Going Further (152.1)', 'Uncovered Classics (1910s)', ""Erica Jong's Top 100 20th Century Novels by Women""]"
4280,9780743488440,074348844X,
4281,9780743491594,0743491599,"['Audie Winner (2005.25|Mystery (Fiction), 2005)', 'Audie Award Finalist (Short Stories/Collections, 2005)']"
4282,9780743491686,0743491688,"['Psi Phi Award (Best Novel, 2006)', 'Scribe Award Nominee (Original Speculative Fiction Novel, 2007)']"
4283,9780743491693,0743491696,
4284,9780743495929,0743495926,"['New York Times bestseller (Advice, How-To & Miscellaneous, 1988)']"
4285,9780743496148,0743496140,
4286,9780743496162,0743496167,
4287,9780743497282,0743497287,"['New York Times bestseller (Fiction, 2005)']"
4288,9780743498715,0743498712,"['Sapphire Award (Novel, 2004)']"
4289,9780743499095,0743499093,
4290,9780743499262,0743499263,
4291,9780743499484,0743499484,"['Audie Winner (2007.26|Thriller/Suspense, 2007)', 'Audie Award Finalist (Solo Narration – Male, 2007)']"
4292,9780744001402,0744001404,
4293,9780744002539,0744002532,
4294,9780744004298,0744004292,
4295,9780744004410,0744004411,
4296,9780744004441,0744004446,
4297,9780744005615,0744005612,
4298,9780744005837,0744005833,
4299,9780744006452,0744006457,
4300,9780744520057,0744520053,
4301,9780744578263,0744578264,"[""1001 Children's Books You Must Read Before You Grow Up (2009.0088|2009, Ages 3↑)"", 'V&A Illustration Award (Patrick Benson, Walker Books -- 2000)']"
4302,9780744598636,074459863X,
4303,9780745317885,074531788X,
4304,9780745622088,0745622089,
4305,9780745628479,0745628478,
4306,9780745628974,0745628974,
4307,9780745633794,074563379X,
4308,9780745635323,0745635326,
4309,9780745950549,074595054X,"['New York Times bestseller (Nonfiction, 1998)', 'Christopher Award (1999)']"
4310,9780747238904,0747238901,['NPR Top 100 Killer Thrillers (80)']
4311,9780747252139,0747252130,['Orange Prize Longlist (1996)']
4312,9780747266686,0747266689,"[""SF Site Editor's Choice (#1, 1997)"", 'ALA Popular Paperbacks for Young Adults (2008.02 | Magic in the Real World, 2008)', ""SF Site Reader's Choice (1998)"", 'ALA Popular Paperbacks for Young Adults (1999.02 | Changing Dimensions, 1999)', 'Prix Julia Verlanger (1999)', ""NPR's Top 100 Science-Fiction, Fantasy Books (48)"", 'Audie Award Finalist (Narration by the Author, 2008)']"
4313,9780747266976,0747266972,"['Bram Stoker Award (Long Fiction, ""Orange is for Anguish, Blue for Insanity"", 1988)', 'Bram Stoker Award (Long Fiction, ""The Beautiful Uncut Hair of Graves"", 1991)']"
4314,9780747267195,0747267197,
4315,9780747267430,074726743X,
4316,9780747267447,0747267448,
4317,9780747267454,0747267456,
4318,9780747268468,0747268460,
4319,9780747268475,0747268479,
4320,9780747526032,0747526036,['Orange Prize Longlist (1996)']
4321,9780747534938,0747534934,
4322,9780747541608,0747541604,
4323,9780747544210,0747544212,"['200 лучших нон-фикшн книг по версии журнала ""Афиша""']"
4324,9780747546245,074754624X,"['Hugo (Novel, 2001)', 'Scottish Arts Council Book Award (2001)', ""Whitaker's (Platinum Book Award, 2001)"", ""ALA Notable Children's Book (2001)"", ""Red House Children's Book Award (Older Readers, 2001)"", ""BBC's Big Read (Best loved novel, 2003, No 05)"", 'Mythopoeic Fantasy Award (Children’s Literature, 2008)', 'Bram Stoker Award Nominee (2000.9|Work For Younger Readers, 2000)', ""SF Site Reader's Choice (2000)"", 'Whitcoulls top 100, 2008 (56)', 'ALA Popular Paperbacks for Young Adults (2009.03|Fame and Fortune, 2009)', ""1001 Children's Books You Must Read Before You Grow Up (2009.0701|2009, Ages 8↑)"", 'Audie Winner (2001.20|Solo Narration - Male, 2001)', 'Amazon.com Best Books (2000)', 'Whitcoulls top 100, 2010 (86)', 'Blue Peter Book Award (Best Book To Share, 2000)', 'Wyoming Indian Paintbrush Award (2002)', 'Wyoming Soaring Eagle Nominee (2003|1st Runner-up 2003)', 'Capitol Choices Noteworthy Book for Children and Teens (2000)', 'Wisconsin Golden Archer Award (2002.3|Middle/Junior High, 2002)', ""IRA Young Adults' Choices Reading List (2002)"", 'School Library Journal Top 100 Children’s Novels, 2010 Poll (35)', ""School Library Journal Top 100 Children's Novels, 2012 Poll (98)"", 'Greatest Books algorithm (#1504)', ""Audie Award Finalist (Children's Titles For Ages 8+, 2001)""]"
4325,9780747553663,0747553661,
4326,9780747553861,0747553866,"['1001 Books You Must Read Before You Die (2006 Edition)', ""Read This Next: 500 of the Best Books You'll Ever Read (Family)""]"
4327,9780747556404,0747556407,
4328,9780747559047,074755904X,
4329,9780747563006,0747563004,"['Borders Original Voices (2002)', 'Book Sense Book of the Year Honor Book (2002.7|Adult Nonfiction Honor Book, 2002)', 'Newsweek 50 Books for Our Times (2009)', 'ALA Outstanding Books for the College Bound (2009.4|Science & Technology, 2009)', 'New York Times bestseller (Nonfiction, 2001)', 'Amazon.com Best Books (2001)', 'Connecticut Book Award (Nonfiction, 2002)', 'Natural World Book Prize Shortlist (2002)']"
4330,9780747563655,0747563659,
4331,9780747564171,0747564175,"['Christopher Award (Books for Young People, 1976)', 'Phoenix Honor (1995)', 'Lewis Carroll Shelf Award (1978)', 'A Horn Book Fanfare Best Book (1976)', 'Young Hoosier Book Award Nominee (1976-1977)', ""1001 Children's Books You Must Read Before You Grow Up (2009.0871|2009, Ages 12↑)"", 'IBBY Honour Book (1978.1|For Text, 1978)', 'VDL Dorothy Canfield Fisher Book Award Nominee', ""Sequoyah Book Award Nominee (1979.1|Children's, 1977-1978; Children's, 1978-1979)"", ""William Allen White Children's Book Award Nominee (1978.1|1977-1978)"", ""Charlie May Simon Children's Book Award Nominee"", ""Utah Beehive Book Award Nominee (1980.1|Children's, 1980)"", 'School Library Journal Top 100 Children’s Novels, 2010 Poll (20)', ""School Library Journal Top 100 Children's Novels, 2012 Poll (16)"", '1000 Books to Read Before You Die (2018)']"
4332,9780747566755,0747566755,
4333,9780747566823,0747566828,
4334,9780747569114,0747569118,"[""Pacific Northwest Library Association Young Reader's Choice (1998)"", ""Garden State Children's Book Award (1998.3|Fiction, Grades 2-5, 1998)"", 'Young Hoosier Book Award Winner (Intermediate, 1996-1997)', 'Buckeye Children’s Book Award (1999.2|Grades 3-5, 1999)', ""Massachusetts Children's Book Award (Winner, 1997)"", 'Wisconsin Golden Archer Award (1999.2|Intermediate, 1999)']"
4335,9780747569121,0747569126,
4336,9780747569138,0747569134,
4337,9780747571773,0747571775,"['School Library Journal Top 100 Children’s Novels, 2010 Poll (91)', 'AISLE Read-Aloud Books Too Good To Miss (1992.2|Intermediate, 1992)', 'ISLMA Bluestem Award (2012.2|2nd Place, 2012)']"
4338,9780747572602,0747572607,"[""Governor General's Literary Award (Poetry or Drama, 1970)""]"
4339,9780747572930,0747572933,"['The White Ravens (German / Switzerland, 2004)']"
4340,9780747573623,074757362X,"[""Whitbread (Children's Book, 1999)"", 'Benjamin Franklin Award (Audiobook - Children, 2001)', 'New York Times bestseller (Fiction, 1999)', 'Mythopoeic Fantasy Award (Children’s Literature, 2008)', 'Bram Stoker Award (Work for Young Readers, 1999)', 'Carnegie Medal Shortlist (1999)', 'Nestlé Smarties Book Prize (Gold Award, 9-11 years category, 1999)', 'ALA Best Books for Young Adults (2000)', ""BBC's Big Read (Best loved novel, 2003, No 24)"", ""SF Site Editor's Choice (1999)"", 'Whitcoulls top 100, 2008 (57)', ""Time Magazine's Best Books of the Year (1999.8|Fiction (3), 1999)"", 'Locus (2000.2|Fantasy Novel, 2000)', 'BILBY (older readers, 2005)', ""1001 Children's Books You Must Read Before You Grow Up (2009.0697|2009, Ages 8↑)"", ""ALA Notable Children's Book (2000)"", 'Amazon.com Best Books (2000)', 'Whitcoulls top 100, 2010 (52)', 'ISFDB Top 100 Books - Critical List (92)', 'Wyoming Indian Paintbrush Award (2004)', 'Wyoming Soaring Eagle Award (2002)', 'Hugo Nominee (2000.1|Novel, 2000)', ""Guardian Children's Fiction Prize Shortlist (2000)"", ""NCTE/CLA Notable Children's Book in the English Language Arts (2000)"", 'Capitol Choices Noteworthy Book for Children and Teens (2000|1999, 2000)', 'Maine Student Book Award (2001)', 'CCBC Choices (2000)', 'Colorado Blue Spruce Award (2004)', 'Wisconsin Golden Archer Award (2001.2|Intermediate, 2001)', ""IRA Young Adults' Choices Reading List (2001)"", 'NCTE Books For You: An Annotated Booklist for Senior High (2001|14th Edition: 1997-1999)', 'NCTE Adventuring with Books: A Booklist for Pre-K—Grade 6 (2000|12th Edition: 1996-1998)', 'School Library Journal Top 100 Children’s Novels, 2010 Poll (14)', ""School Library Journal Top 100 Children's Novels, 2012 Poll (12)"", 'Wyoming Soaring Eagle Nominee (2002|Winner 2002)', 'Wyoming Indian Paintbrush Nominee (2004|Winner 2004)', 'Greatest Books algorithm (#1523)']"
4341,9780747573647,0747573646,"['Orange Prize Shortlist (2003)', 'WH Smith Literary Award (2003)', 'Amazon.com Best Books (2002)']"
4342,9780747574323,0747574324,
4343,9780747574651,0747574650,"['National Book Critics Circle Award finalist (Fiction, 2003)', 'PEN/Faulkner Award finalist (2004)', 'Commonwealth Club of California Book Awards (Fiction, Silver, 2003)', 'Salon Book Award (2003)', 'NEA Big Read (2009)', 'ALA Notable Books for Adults (2005)', 'John Gardner Fiction Book Award (2004)', 'Los Angeles Times Book Prize finalist (Fiction, 2003)', 'Paterson Fiction Prize Finalist (2004)']"
4344,9780747575474,0747575479,
4345,9780747576099,0747576092,
4346,9780748702558,0748702555,
4347,9780749305796,0749305797,
4348,9780749307844,0749307846,"[""New York Public Library's Books of the Century (06|Popular Culture)"", 'Publishers Weekly Bestseller (Non Fiction, 1937)', ""The Essential Man's Library: 100 Must-Read Books"", 'Library of Congress Books that Shaped America', ""Boston Public Library's 100 Most Influential Books of the Century"", ""The Guardian's 100 Best Nonfiction Books of All-Time (41)"", 'Harenberg Buch der 1000 Bücher']"
4349,9780749311612,0749311614,
4350,9780749312022,0749312025,"['New York Times bestseller (Fiction, 1982)']"
4351,9780749858520,0749858524,
4352,9780749919443,0749919442,
4353,9780749934422,0749934425,"[""Romantic Times Reviewers' Choice Award (Futuristic Romance, 2003)"", 'AAR Annual Reader Poll (Best Alternate Reality, Best Hero, 2004)']"
4354,9780750012614,0750012617,
4355,9780750012638,0750012633,
4356,9780750012669,0750012668,
4357,9780750244916,0750244917,
4358,9780750666008,0750666005,
4359,9780750937252,0750937254,
4360,9780751333329,0751333328,['NCTE Books For You: An Annotated Booklist for Senior High (2001|14th Edition: 1997-1999)']
4361,9780751363784,0751363782,"['1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'Guardian 1000 (War and travel)', ""1001 Children's Books You Must Read Before You Grow Up (2009.0735|2009, Ages 12↑)"", ""Daniel S. Burt's Novel 100 (98)"", ""The Telegraph's 100 novels everyone should read (84)"", ""The Essential Man's Library: 50 Fictional Adventure Books"", ""Western World's Greatest Books - Project Gutenberg"", 'Easton Press: The 100 Greatest Books Ever Written (89)', ""Reader's Digest World's Best Reading (85)"", ""Daily Telegraph's 100 Best Novels, 1899"", 'Геном русской души (25)', 'AbeBooks: 50 Essential Historical Fiction Books', '1000 лучших произведений мировой худ. литературы в русских переводах, рекомендованных для комплектования школьной библиотеки', '1001 böcker du måste läsa innan du dör', ""Newark Public Library's 1904 List of a Thousand of the Best Novels"", '1898 C.K. Shorter List of Best 100 Novels', '1000 Books to Read Before You Die (2018)', 'Les 100 livres préférés des Français', 'Список любимых книг Бориса Акунина (Приключенческие романы, 3)', 'Harenberg Buch der 1000 Bücher', '1,000 Books to Read Before You Die Page-A-Day Calendar 2021']"
4362,9780751370737,0751370738,
4363,9780751503890,0751503894,"['Harenberg Buch der 1000 Bücher (3. Ausgabe)', 'Unsere Besten – Die Lieblingsbücher der Deutschen (7)', 'ZDF Das große Lesen - Die Lieblingsbücher der Deutschen (7)']"
4364,9780751504330,0751504335,"['New York Times bestseller (Fiction, 1982)', 'Locus Poll Nominee (Best Single Author Collection, 1983)', 'World Fantasy Award Nominee (1983.4|Anthology / Collection, 1983)']"
4365,9780751504354,0751504351,"['New York Times bestseller (Fiction, 1989)']"
4366,9780751504385,0751504386,"['Locus (1986.7|Collection, 1986)', 'World Fantasy Award Nominee (1986.4|Anthology / Collection, 1986)', 'New York Times bestseller (Fiction, 1985)']"
4367,9780751504835,0751504831,
4368,9780751506006,0751506001,"[""BBC's Big Read (Best loved novel, 2003, No 64)"", 'New York Times bestseller (Fiction, 1977)', 'Whitcoulls top 100, 2008 (99)', 'The 100 Favorite Novels of Librarians (85)', 'AbeBooks: 50 Essential Historical Fiction Books', 'Les 100 livres préférés des Français']"
4369,9780751514629,0751514624,['Academy Award for Writing Adapted Screenplay Nominee (1994)']
4370,9780751517200,0751517208,"['Squiddy Award (Comic Strip Collection, 1996)']"
4371,9780751511109,0751511102,
4372,9780751529814,0751529818,"['New York Times bestseller (Nonfiction, 1997)', 'ALA Outstanding Books for the College Bound (2004.1|Social Sciences, 2004)', 'ALA Outstanding Books for the College Bound (2009.5|Social Sciences, 2009)', '100 Essential New England Books (Boston Globe, #52)', 'Amazon.com Best Books (2000)', 'Publishers Weekly Bestseller (Nonfiction, 1998)', 'Publishers Weekly Bestseller (Nonfiction, 1999)', 'Publishers Weekly Bestseller (Nonfiction, 2000)', 'AISLE Read-Aloud Books Too Good To Miss (1999.4|High School, 1999)', 'Berkeley Summer Reading (2013)', 'Audie Award Finalist (Non-Fiction, 1998)']"
4373,9780751531244,0751531243,"['New York Times bestseller (Fiction, 1994)']"
4374,9780751533118,0751533114,
4375,9780751535389,0751535389,
4376,9780752224411,0752224417,
4377,9780752834528,0752834525,
4378,9780752848266,0752848267,
4379,9780752851310,0752851314,"['New York Times bestseller (Fiction, 1975)', 'Bloomsbury 100 Must-Read Crime Novels', 'The Top 100 Mystery Novels of All Time Mystery Writers of America (93)']"
4380,9780752851808,0752851802,
4381,9780752852614,0752852612,"[""Time's All-Time 100 Novels selection"", ""Larry McCaffery's 20th Century Greatest Hits (61)"", 'Guardian 1000 (Crime)', '1001 Books You Must Read Before You Die (2006 Edition)', ""H.R.F. Keating's 100 Best Crime & Mystery Books (13)"", 'Rough Guide to Crime Fiction (25)', ""Top 100 Crime Novels of All Time - UK Crime Writers' Association (94)"", 'The Top 100 Mystery Novels of All Time Mystery Writers of America (39)', '501 Must-Read Books (Thrillers)', 'Library of Congress Books that Shaped America', 'Audie Award Finalist (Mystery, 1998)']"
4382,9780752853697,0752853694,"['Cамые продаваемые книги по данным Pro-books.ru (2010)', 'Самые читаемые книги на LiveLib']"
4383,9780752856179,0752856170,"[""Esquire's 75 Books Every Man Should Read""]"
4384,9780752857930,0752857932,
4385,9780752858654,0752858653,
4386,9780752858937,0752858939,
4387,9780752865331,0752865331,"[""The Modern Library's 100 Best Novels: The Board's List (056)"", 'Radcliffe Publishing Course Top 100 Novels of the 20th Century (79)', 'Anthony Award Nominee (Novel Of The Century, 2000)', 'Guardian 1000 (Crime)', '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'NEA Big Read (2009)', ""IMBA's 100 Favorite Mysteries of the 20th Century"", ""H.R.F. Keating's 100 Best Crime & Mystery Books (16)"", 'Rough Guide to Crime Fiction (39)', ""The Telegraph's 110 Best Books: The Perfect Library (2008)"", ""Newsweek's Top 100 Books: The Meta-List (2009, No. 83)"", ""Top 100 Crime Novels of All Time - UK Crime Writers' Association (10)"", 'The Top 100 Mystery Novels of All Time Mystery Writers of America (2)', ""San Francisco Chronicle list of The 20th Century's 100 Best Fiction of the American West (10)"", 'Audie Winner (2010.03|Audiobook Adaptation, 2010)', 'NPR Top 100 Killer Thrillers (29)', ""The Essential Man's Library: 100 Must-Read Books"", 'Haycraft Queen Cornerstones (1930)', 'Academy Award for Writing Adapted Screenplay Nominee (1941)', ""The Observer's 100 Best Novels (54)"", '1000 Books to Read Before You Die (2018)', 'Harenberg Buch der 1000 Bücher']"
4388,9780753453216,0753453215,
4389,9780753456101,0753456109,
4390,9780753459645,0753459647,
4391,9780753806791,0753806797,
4392,9780753809259,0753809257,"['Booker Prize Shortlist (1981)', 'Los Angeles Times Book Prize (1981.03|Fiction, 1981)', 'New York Times Best Books of the Year (1981)', 'New York Times bestseller (Fiction, 1981)', 'World Fantasy Award Nominee (1982.1|Novel, 1982)', '501 Must-Read Books (Modern Fiction)', 'Cheltenham Prize (1981)']"
4393,9780753810743,0753810743,
4394,9780753811467,0753811464,
4395,9780753813959,0753813955,"['New York Times bestseller (Nonfiction, 1998)', 'Audie Award Finalist (Humor, 1999)']"
4396,9780753814413,0753814412,
4397,9780753817988,0753817985,
4398,9780753819920,0753819929,"['The White Ravens (Norwegian / Norway, 2004)', '100 лучших книг по версии журнала ""Marie Claire""']"
4399,9780753821862,0753821869,
4400,9780755301942,0755301943,
4401,9780755301973,0755301978,
4402,9780755304851,0755304853,
4403,9780755305308,0755305302,"['San Diego Book Award (Theodor S. Geisel Award, 1999)', 'Book Sense Book of the Year Honor Book (2000.3 | Adult Honor Book, 2000)', '1000 Books to Read Before You Die (2018)']"
4404,9780755311514,0755311515,
4405,9780755321384,0755321383,
4406,9780755323005,0755323009,
4407,9780755323012,0755323017,['Theakstons Old Peculier Prize Shortlist (2007)']
4408,9780756400439,0756400430,['Compton Crook Award Nominee (1988)']
4409,9780756400613,0756400619,['TLA Tayshas High School Reading List (2001)']
4410,9780756401108,0756401100,
4411,9780756401535,0756401534,
4412,9780756401818,075640181X,"['Locus Recommended Reading (Fantasy Novel, 2003)']"
4413,9780756402211,0756402212,
4414,9780756402976,0756402972,
4415,9780756403140,0756403146,
4416,9780756403188,0756403189,
4417,9780756403256,0756403251,
4418,9780756403454,0756403456,"['Prix Aurora Award finalist (Long-Form Work in English, 2007)']"
4419,9780756403591,0756403596,"['Locus Recommended Reading (Fantasy Novel, 2004)', ""SF Site Reader's Choice (2004)""]"
4420,9780756605926,075660592X,
4421,9780756611774,0756611776,
4422,9780756614195,0756614198,
4423,9780756615512,0756615518,
4424,9780756616342,0756616344,['Amazon.com Best Books (2001)']
4425,9780756620950,0756620953,
4426,9780756622381,0756622387,
4427,9780756623432,075662343X,
4428,9780756623586,0756623588,
4429,9780756626365,0756626366,
4430,9780758207746,0758207743,
4431,9780758208453,0758208456,
4432,9780758210371,075821037X,
4433,9780758214096,075821409X,
4434,9780758215048,0758215045,
4435,9780760320068,0760320063,
4436,9780760328248,0760328242,
4437,9780760329634,076032963X,
4438,9780760728505,076072850X,"[""The Telegraph's 110 Best Books: The Perfect Library (2008)"", ""1001 Children's Books You Must Read Before You Grow Up (2009.0746|2009, Ages 12↑)"", 'Classics of Science Fiction (52)', ""The Essential Man's Library: 50 Fictional Adventure Books"", 'Easton Press: The 100 Greatest Books Ever Written (94)', ""Western World's Greatest Books - Project Gutenberg"", ""Reader's Digest World's Best Reading (41)"", 'Harenberg Buch der 1000 Bücher', '100 лучших книг по версии Дистопии (62)', ""Grand Prix de l'Imaginaire (Didier Graffet [pour les illustrations, Éditions Gründ de Paris-2002], Prix Wojtek Siudmak du graphisme, 2003)"", '1000 лучших произведений мировой худ. литературы в русских переводах, рекомендованных для комплектования школьной библиотеки', '1001 böcker du måste läsa innan du dör', '100 Books That Shaped World History', ""Newark Public Library's 1904 List of a Thousand of the Best Novels"", '1000 Books to Read Before You Die (2018)', 'Les 100 livres préférés des Français', ""NPR's Top 100 Science-Fiction, Fantasy Books (37)""]"
4439,9780760768952,0760768951,"['Harenberg Buch der 1000 Bücher', 'Classics Revisited']"
4440,9780761104841,0761104844,
4441,9780761129585,0761129588,
4442,9780761316435,0761316434,
4443,9780761316800,0761316809,
4444,9780761327059,0761327053,
4445,9780761417071,0761417079,
4446,9780761417095,0761417095,
4447,9780761417101,0761417109,
4448,9780761417125,0761417125,
4449,9780761417132,0761417133,
4450,9780761501664,0761501665,
4451,9780761512196,0761512195,
4452,9780761542919,0761542914,
4453,9780761545644,0761545646,
4454,9780761554912,0761554912,
4455,9780761555483,076155548X,
4456,9780761929949,0761929940,
4457,9780761956921,0761956921,
4458,9780762100736,0762100737,
4459,9780762104208,0762104201,
4460,9780762404780,0762404787,
4461,9780762408283,0762408286,
4462,9780762413935,076241393X,
4463,9780762419227,0762419229,
4464,9780762427321,0762427329,['SB&F Best Science Books for Junior High and High School Readers (2003)']
4465,9780763616250,0763616257,
4466,9780763619312,0763619310,"[""ALA Notable Children's Book (2002)"", 'AISLE Read-Aloud Books Too Good To Miss (2002.2|Intermediate, 2002)', 'ISLMA Monarch Award Nominee (2007)', 'CCBC Choices (2001)', ""IRA Children's Choices Reading List (2002)""]"
4467,9780763620875,0763620874,"['Amelia Bloomer List (Gr. 3-5, 2004)', 'CCBC Choices (2003)', ""IRA Children's Choices Reading List (2003)""]"
4468,9780763623296,0763623296,"['ALA Best Books for Young Adults (2005)', 'ALA Quick Picks for Reluctant Young Adult Readers (2005)', ""IRA Young Adults' Choices Reading List (2005)"", 'The White Ravens (English / Great Britain, 2004)']"
